interface removed, generator,# affected nodes, solution, # reachable nodes, interface included, # interface exposed, # violated policies, # nodes exposed, # host exposed
as2dept1:GigabitEthernet2/0, random-2,2, heimdall_interface, 27, 0, 26, 31,26, 9
as2dept1:GigabitEthernet2/0, random-2,2, heimdall_intersect, 8, 1, 38, 36,8, 4
as2dept1:GigabitEthernet2/0, random-2,2, heimdall_intersect2, 8, 1, 38, 36,8, 4
as2dept1:GigabitEthernet2/0, random-2,2, neighbor, 2, 0, 9, 15,2, 2
as2dept1:GigabitEthernet3/0, complete,17, base, 13, 1, 65, 56,13, 17
as2dept1:GigabitEthernet3/0, complete,17, crystal-net, 13, 1, 65, 56,13, 17
as2dept1:GigabitEthernet3/0, complete,17, empty, 0, 0, 0, 0,0, 17
as2dept1:GigabitEthernet3/0, complete,17, heimdall, 13, 1, 65, 56,13, 17
as2dept1:GigabitEthernet3/0, complete,17, heimdall_end_nodes, 13, 1, 65, 56,13, 17
as2dept1:GigabitEthernet3/0, complete,17, heimdall_interface, 37, 0, 36, 31,36, 47
as2dept1:GigabitEthernet3/0, complete,17, heimdall_intersect, 0, 0, 0, 0,0, 17
as2dept1:GigabitEthernet3/0, complete,17, heimdall_intersect2, 13, 1, 65, 56,13, 17
as2dept1:GigabitEthernet3/0, complete,17, heimdall_intersect3, 11, 1, 53, 46,11, 17
as2dept1:GigabitEthernet3/0, complete,17, heimdall_intersect4, 13, 1, 65, 56,13, 17
as2dept1:GigabitEthernet3/0, complete,17, neighbor, 9, 1, 47, 51,9, 17
as2dept1:GigabitEthernet3/0, random-2,2, base, 13, 1, 65, 56,13, 17
as2dept1:GigabitEthernet3/0, random-2,2, crystal-net, 2, 0, 9, 15,2, 2
as2dept1:GigabitEthernet3/0, random-2,2, empty, 0, 0, 0, 0,0, 2
as2dept1:GigabitEthernet3/0, random-2,2, heimdall, 12, 1, 60, 56,12, 7
as2dept1:GigabitEthernet3/0, random-2,2, heimdall_end_nodes, 8, 1, 38, 36,8, 7
as2dept1:GigabitEthernet3/0, random-2,2, heimdall_interface, 27, 0, 26, 31,26, 11
as2dept1:GigabitEthernet3/0, random-2,2, heimdall_intersect, 8, 1, 38, 36,8, 6
as2dept1:GigabitEthernet3/0, random-2,2, heimdall_intersect2, 8, 1, 38, 36,8, 6
as2dept1:GigabitEthernet3/0, random-2,2, neighbor, 2, 0, 9, 15,2, 2
as2dept1:Loopback0, complete,6, base, 13, 1, 65, 70,13, 17
as2dept1:Loopback0, complete,6, crystal-net, 7, 1, 38, 53,7, 8
as2dept1:Loopback0, complete,6, empty, 0, 0, 0, 0,0, 6
as2dept1:Loopback0, complete,6, heimdall, 13, 1, 65, 70,13, 10
as2dept1:Loopback0, complete,6, heimdall_end_nodes, 9, 1, 43, 55,9, 10
as2dept1:Loopback0, complete,6, heimdall_interface, 31, 0, 30, 45,30, 22
as2dept1:Loopback0, complete,6, heimdall_intersect, 9, 1, 43, 55,9, 8
as2dept1:Loopback0, complete,6, heimdall_intersect2, 9, 1, 43, 55,9, 10
as2dept1:Loopback0, complete,6, heimdall_intersect3, 9, 1, 43, 55,9, 10
as2dept1:Loopback0, complete,6, heimdall_intersect4, 9, 1, 43, 55,9, 10
as2dept1:Loopback0, complete,6, neighbor, 3, 1, 16, 38,3, 6
as2dept1:Loopback0, random-2,2, base, 13, 1, 65, 70,13, 17
as2dept1:Loopback0, random-2,2, crystal-net, 7, 1, 38, 53,7, 5
as2dept1:Loopback0, random-2,2, empty, 0, 0, 0, 0,0, 2
as2dept1:Loopback0, random-2,2, heimdall, 13, 1, 65, 70,13, 10
as2dept1:Loopback0, random-2,2, heimdall_end_nodes, 9, 1, 43, 55,9, 10
as2dept1:Loopback0, random-2,2, heimdall_interface, 31, 0, 30, 45,30, 14
as2dept1:Loopback0, random-2,2, heimdall_intersect, 9, 1, 43, 55,9, 8
as2dept1:Loopback0, random-2,2, heimdall_intersect2, 9, 1, 43, 55,9, 8
as2dept1:Loopback0, random-2,2, neighbor, 1, 1, 6, 28,1, 2
as2dist1:GigabitEthernet0/0, complete,3, base, 13, 1, 65, 70,13, 17
as2dist1:GigabitEthernet0/0, complete,3, crystal-net, 7, 1, 38, 53,7, 5
as2dist1:GigabitEthernet0/0, complete,3, empty, 0, 0, 0, 0,0, 3
as2dist1:GigabitEthernet0/0, complete,3, heimdall, 7, 1, 38, 53,7, 12
as2dist1:GigabitEthernet0/0, complete,3, heimdall_end_nodes, 7, 1, 38, 53,7, 12
as2dist1:GigabitEthernet0/0, complete,3, heimdall_interface, 20, 0, 20, 37,20, 18
as2dist1:GigabitEthernet0/0, complete,3, heimdall_intersect, 1, 0, 6, 29,1, 3
as2dist1:GigabitEthernet0/0, complete,3, heimdall_intersect2, 7, 1, 38, 53,7, 11
as2dist1:GigabitEthernet0/0, complete,3, heimdall_intersect3, 7, 1, 38, 53,7, 12
as2dist1:GigabitEthernet0/0, complete,3, heimdall_intersect4, 7, 1, 38, 53,7, 12
as2dist1:GigabitEthernet0/0, complete,3, neighbor, 4, 1, 23, 45,4, 3
as2dist1:GigabitEthernet0/0, random-2,2, base, 13, 1, 65, 70,13, 17
as2dist1:GigabitEthernet0/0, random-2,2, crystal-net, 7, 1, 38, 53,7, 4
as2dist1:GigabitEthernet0/0, random-2,2, empty, 0, 0, 0, 0,0, 2
as2dist1:GigabitEthernet0/0, random-2,2, heimdall, 7, 1, 38, 53,7, 12
as2dist1:GigabitEthernet0/0, random-2,2, heimdall_end_nodes, 7, 1, 38, 53,7, 12
as2dist1:GigabitEthernet0/0, random-2,2, heimdall_interface, 20, 0, 20, 37,20, 16
as2dist1:GigabitEthernet0/0, random-2,2, heimdall_intersect, 7, 1, 38, 53,7, 11
as2dist1:GigabitEthernet0/0, random-2,2, heimdall_intersect2, 7, 1, 38, 53,7, 11
as2dist1:GigabitEthernet0/0, random-2,2, neighbor, 3, 1, 17, 41,3, 2
as2dist1:GigabitEthernet1/0, complete,6, base, 13, 1, 65, 70,13, 17
as2dist1:GigabitEthernet1/0, complete,6, crystal-net, 7, 1, 38, 53,7, 7
as2dist1:GigabitEthernet1/0, complete,6, empty, 0, 0, 0, 0,0, 6
as2dist1:GigabitEthernet1/0, complete,6, heimdall, 13, 1, 65, 70,13, 14
as2dist1:GigabitEthernet1/0, complete,6, heimdall_end_nodes, 13, 1, 65, 70,13, 14
as2dist1:GigabitEthernet1/0, complete,6, heimdall_interface, 34, 0, 33, 54,33, 26
as2dist1:GigabitEthernet1/0, complete,6, heimdall_intersect, 1, 0, 6, 5,1, 6
as2dist1:GigabitEthernet1/0, complete,6, heimdall_intersect2, 13, 1, 65, 70,13, 14
as2dist1:GigabitEthernet1/0, complete,6, heimdall_intersect3, 13, 1, 65, 70,13, 14
as2dist1:GigabitEthernet1/0, complete,6, heimdall_intersect4, 13, 1, 65, 70,13, 14
as2dist1:GigabitEthernet1/0, complete,6, neighbor, 5, 1, 28, 49,5, 6
as2dist1:GigabitEthernet1/0, random-2,2, base, 13, 1, 65, 70,13, 17
as2dist1:GigabitEthernet1/0, random-2,2, crystal-net, 7, 1, 38, 53,7, 5
as2dist1:GigabitEthernet1/0, random-2,2, empty, 0, 0, 0, 0,0, 2
as2dist1:GigabitEthernet1/0, random-2,2, heimdall, 13, 1, 65, 70,13, 14
as2dist1:GigabitEthernet1/0, random-2,2, heimdall_end_nodes, 13, 1, 65, 70,13, 14
as2dist1:GigabitEthernet1/0, random-2,2, heimdall_interface, 34, 0, 33, 54,33, 18
as2dist1:GigabitEthernet1/0, random-2,2, heimdall_intersect, 13, 1, 65, 70,13, 13
as2dist1:GigabitEthernet1/0, random-2,2, heimdall_intersect2, 13, 1, 65, 70,13, 13
as2dist1:GigabitEthernet1/0, random-2,2, neighbor, 3, 0, 17, 38,3, 2
as2dist1:GigabitEthernet2/0, complete,7, base, 13, 1, 65, 70,13, 17
as2dist1:GigabitEthernet2/0, complete,7, crystal-net, 7, 1, 38, 53,7, 8
as2dist1:GigabitEthernet2/0, complete,7, empty, 0, 0, 0, 0,0, 7
as2dist1:GigabitEthernet2/0, complete,7, heimdall, 13, 1, 65, 70,13, 14
as2dist1:GigabitEthernet2/0, complete,7, heimdall_end_nodes, 13, 1, 65, 70,13, 14
as2dist1:GigabitEthernet2/0, complete,7, heimdall_interface, 34, 0, 33, 45,33, 28
as2dist1:GigabitEthernet2/0, complete,7, heimdall_intersect, 1, 0, 6, 28,1, 7
as2dist1:GigabitEthernet2/0, complete,7, heimdall_intersect2, 13, 1, 65, 70,13, 14
as2dist1:GigabitEthernet2/0, complete,7, heimdall_intersect3, 13, 1, 65, 70,13, 14
as2dist1:GigabitEthernet2/0, complete,7, heimdall_intersect4, 13, 1, 65, 70,13, 14
as2dist1:GigabitEthernet2/0, complete,7, neighbor, 5, 1, 28, 48,5, 7
as2dist1:GigabitEthernet2/0, random-2,2, base, 13, 1, 65, 70,13, 17
as2dist1:GigabitEthernet2/0, random-2,2, crystal-net, 6, 0, 33, 48,6, 4
as2dist1:GigabitEthernet2/0, random-2,2, empty, 0, 0, 0, 0,0, 2
as2dist1:GigabitEthernet2/0, random-2,2, heimdall, 13, 1, 65, 70,13, 12
as2dist1:GigabitEthernet2/0, random-2,2, heimdall_end_nodes, 13, 1, 65, 70,13, 12
as2dist1:GigabitEthernet2/0, random-2,2, heimdall_interface, 33, 0, 32, 45,32, 16
as2dist1:GigabitEthernet2/0, random-2,2, heimdall_intersect, 13, 1, 65, 70,13, 11
as2dist1:GigabitEthernet2/0, random-2,2, heimdall_intersect2, 13, 1, 65, 70,13, 11
as2dist1:GigabitEthernet2/0, random-2,2, neighbor, 3, 0, 17, 38,3, 2
as2dist1:Loopback0, complete,6, base, 13, 1, 65, 65,13, 17
as2dist1:Loopback0, complete,6, crystal-net, 7, 1, 38, 48,7, 7
as2dist1:Loopback0, complete,6, empty, 0, 0, 0, 0,0, 6
as2dist1:Loopback0, complete,6, heimdall, 13, 1, 65, 65,13, 14
as2dist1:Loopback0, complete,6, heimdall_end_nodes, 13, 1, 65, 65,13, 14
as2dist1:Loopback0, complete,6, heimdall_interface, 35, 0, 34, 45,34, 26
as2dist1:Loopback0, complete,6, heimdall_intersect, 7, 1, 38, 48,7, 10
as2dist1:Loopback0, complete,6, heimdall_intersect2, 13, 1, 65, 65,13, 14
as2dist1:Loopback0, complete,6, heimdall_intersect3, 13, 1, 65, 65,13, 14
as2dist1:Loopback0, complete,6, heimdall_intersect4, 13, 1, 65, 65,13, 14
as2dist1:Loopback0, complete,6, neighbor, 5, 1, 28, 43,5, 6
as2dist1:Loopback0, random-2,2, base, 13, 1, 65, 65,13, 17
as2dist1:Loopback0, random-2,2, crystal-net, 7, 1, 38, 48,7, 5
as2dist1:Loopback0, random-2,2, empty, 0, 0, 0, 0,0, 2
as2dist1:Loopback0, random-2,2, heimdall, 13, 1, 65, 65,13, 14
as2dist1:Loopback0, random-2,2, heimdall_end_nodes, 13, 1, 65, 65,13, 14
as2dist1:Loopback0, random-2,2, heimdall_interface, 35, 0, 34, 45,34, 18
as2dist1:Loopback0, random-2,2, heimdall_intersect, 13, 1, 65, 65,13, 13
as2dist1:Loopback0, random-2,2, heimdall_intersect2, 13, 1, 65, 65,13, 13
as2dist1:Loopback0, random-2,2, neighbor, 3, 0, 17, 38,3, 2
as2dist2:GigabitEthernet0/0, complete,6, base, 13, 1, 65, 70,13, 17
as2dist2:GigabitEthernet0/0, complete,6, crystal-net, 7, 1, 38, 53,7, 7
as2dist2:GigabitEthernet0/0, complete,6, empty, 0, 0, 0, 0,0, 6
as2dist2:GigabitEthernet0/0, complete,6, heimdall, 13, 1, 65, 70,13, 14
as2dist2:GigabitEthernet0/0, complete,6, heimdall_end_nodes, 13, 1, 65, 70,13, 14
as2dist2:GigabitEthernet0/0, complete,6, heimdall_interface, 34, 0, 33, 54,33, 26
as2dist2:GigabitEthernet0/0, complete,6, heimdall_intersect, 1, 0, 6, 5,1, 6
as2dist2:GigabitEthernet0/0, complete,6, heimdall_intersect2, 13, 1, 65, 70,13, 14
as2dist2:GigabitEthernet0/0, complete,6, heimdall_intersect3, 13, 1, 65, 70,13, 14
as2dist2:GigabitEthernet0/0, complete,6, heimdall_intersect4, 13, 1, 65, 70,13, 14
as2dist2:GigabitEthernet0/0, complete,6, neighbor, 5, 1, 28, 49,5, 6
as2dist2:GigabitEthernet0/0, random-2,2, base, 13, 1, 65, 70,13, 17
as2dist2:GigabitEthernet0/0, random-2,2, crystal-net, 7, 1, 38, 53,7, 5
as2dist2:GigabitEthernet0/0, random-2,2, empty, 0, 0, 0, 0,0, 2
as2dist2:GigabitEthernet0/0, random-2,2, heimdall, 13, 1, 65, 70,13, 13
as2dist2:GigabitEthernet0/0, random-2,2, heimdall_end_nodes, 13, 1, 65, 70,13, 13
as2dist2:GigabitEthernet0/0, random-2,2, heimdall_interface, 33, 0, 33, 54,33, 17
as2dist2:GigabitEthernet0/0, random-2,2, heimdall_intersect, 1, 0, 6, 5,1, 2
as2dist2:GigabitEthernet0/0, random-2,2, heimdall_intersect2, 1, 0, 6, 5,1, 2
as2dist2:GigabitEthernet0/0, random-2,2, neighbor, 3, 1, 17, 41,3, 2
as2dist2:GigabitEthernet1/0, complete,3, base, 13, 1, 65, 70,13, 17
as2dist2:GigabitEthernet1/0, complete,3, crystal-net, 7, 1, 38, 53,7, 5
as2dist2:GigabitEthernet1/0, complete,3, empty, 0, 0, 0, 0,0, 3
as2dist2:GigabitEthernet1/0, complete,3, heimdall, 7, 1, 38, 53,7, 12
as2dist2:GigabitEthernet1/0, complete,3, heimdall_end_nodes, 7, 1, 38, 53,7, 12
as2dist2:GigabitEthernet1/0, complete,3, heimdall_interface, 21, 0, 21, 37,21, 18
as2dist2:GigabitEthernet1/0, complete,3, heimdall_intersect, 1, 0, 6, 29,1, 3
as2dist2:GigabitEthernet1/0, complete,3, heimdall_intersect2, 7, 1, 38, 53,7, 11
as2dist2:GigabitEthernet1/0, complete,3, heimdall_intersect3, 7, 1, 38, 53,7, 12
as2dist2:GigabitEthernet1/0, complete,3, heimdall_intersect4, 7, 1, 38, 53,7, 12
as2dist2:GigabitEthernet1/0, complete,3, neighbor, 4, 1, 23, 45,4, 3
as2dist2:GigabitEthernet1/0, random-2,2, base, 13, 1, 65, 70,13, 17
as2dist2:GigabitEthernet1/0, random-2,2, crystal-net, 7, 1, 38, 53,7, 4
as2dist2:GigabitEthernet1/0, random-2,2, empty, 0, 0, 0, 0,0, 2
as2dist2:GigabitEthernet1/0, random-2,2, heimdall, 7, 1, 38, 53,7, 12
as2dist2:GigabitEthernet1/0, random-2,2, heimdall_end_nodes, 7, 1, 38, 53,7, 12
as2dist2:GigabitEthernet1/0, random-2,2, heimdall_interface, 21, 0, 21, 37,21, 16
as2dist2:GigabitEthernet1/0, random-2,2, heimdall_intersect, 7, 1, 38, 53,7, 11
as2dist2:GigabitEthernet1/0, random-2,2, heimdall_intersect2, 7, 1, 38, 53,7, 11
as2dist2:GigabitEthernet1/0, random-2,2, neighbor, 3, 1, 17, 41,3, 2
as2dist2:GigabitEthernet2/0, complete,7, base, 13, 1, 65, 70,13, 17
as2dist2:GigabitEthernet2/0, complete,7, crystal-net, 7, 1, 38, 53,7, 8
as2dist2:GigabitEthernet2/0, complete,7, empty, 0, 0, 0, 0,0, 7
as2dist2:GigabitEthernet2/0, complete,7, heimdall, 13, 1, 65, 70,13, 14
as2dist2:GigabitEthernet2/0, complete,7, heimdall_end_nodes, 13, 1, 65, 70,13, 14
as2dist2:GigabitEthernet2/0, complete,7, heimdall_interface, 34, 0, 33, 45,33, 28
as2dist2:GigabitEthernet2/0, complete,7, heimdall_intersect, 1, 0, 6, 28,1, 7
as2dist2:GigabitEthernet2/0, complete,7, heimdall_intersect2, 13, 1, 65, 70,13, 14
as2dist2:GigabitEthernet2/0, complete,7, heimdall_intersect3, 13, 1, 65, 70,13, 14
as2dist2:GigabitEthernet2/0, complete,7, heimdall_intersect4, 13, 1, 65, 70,13, 14
as2dist2:GigabitEthernet2/0, complete,7, neighbor, 5, 1, 28, 48,5, 7
as2dist2:GigabitEthernet2/0, random-2,2, base, 13, 1, 65, 70,13, 17
as2dist2:GigabitEthernet2/0, random-2,2, crystal-net, 7, 1, 38, 53,7, 5
as2dist2:GigabitEthernet2/0, random-2,2, empty, 0, 0, 0, 0,0, 2
as2dist2:GigabitEthernet2/0, random-2,2, heimdall, 13, 1, 65, 70,13, 13
as2dist2:GigabitEthernet2/0, random-2,2, heimdall_end_nodes, 13, 1, 65, 70,13, 13
as2dist2:GigabitEthernet2/0, random-2,2, heimdall_interface, 34, 0, 33, 45,33, 17
as2dist2:GigabitEthernet2/0, random-2,2, heimdall_intersect, 1, 0, 6, 28,1, 2
as2dist2:GigabitEthernet2/0, random-2,2, heimdall_intersect2, 1, 0, 6, 28,1, 2
as2dist2:GigabitEthernet2/0, random-2,2, neighbor, 3, 1, 17, 38,3, 2
as2dist2:Loopback0, complete,6, base, 13, 1, 65, 65,13, 17
as2dist2:Loopback0, complete,6, crystal-net, 7, 1, 38, 48,7, 7
as2dist2:Loopback0, complete,6, empty, 0, 0, 0, 0,0, 6
as2dist2:Loopback0, complete,6, heimdall, 13, 1, 65, 65,13, 14
as2dist2:Loopback0, complete,6, heimdall_end_nodes, 13, 1, 65, 65,13, 14
as2dist2:Loopback0, complete,6, heimdall_interface, 35, 0, 34, 45,34, 26
as2dist2:Loopback0, complete,6, heimdall_intersect, 7, 1, 38, 48,7, 10
as2dist2:Loopback0, complete,6, heimdall_intersect2, 13, 1, 65, 65,13, 14
as2dist2:Loopback0, complete,6, heimdall_intersect3, 13, 1, 65, 65,13, 14
as2dist2:Loopback0, complete,6, heimdall_intersect4, 13, 1, 65, 65,13, 14
as2dist2:Loopback0, complete,6, neighbor, 5, 1, 28, 43,5, 6
as2dist2:Loopback0, random-2,2, base, 13, 1, 65, 65,13, 17
as2dist2:Loopback0, random-2,2, crystal-net, 7, 1, 38, 48,7, 5
as2dist2:Loopback0, random-2,2, empty, 0, 0, 0, 0,0, 2
as2dist2:Loopback0, random-2,2, heimdall, 7, 1, 38, 48,7, 12
as2dist2:Loopback0, random-2,2, heimdall_end_nodes, 7, 1, 38, 48,7, 12
as2dist2:Loopback0, random-2,2, heimdall_interface, 22, 0, 22, 28,22, 16
as2dist2:Loopback0, random-2,2, heimdall_intersect, 7, 1, 38, 48,7, 11
as2dist2:Loopback0, random-2,2, heimdall_intersect2, 7, 1, 38, 48,7, 11
as2dist2:Loopback0, random-2,2, neighbor, 3, 1, 17, 33,3, 2
as3border1:GigabitEthernet0/0, complete,14, base, 13, 1, 65, 62,13, 17
as3border1:GigabitEthernet0/0, complete,14, crystal-net, 10, 0, 53, 60,10, 14
as3border1:GigabitEthernet0/0, complete,14, empty, 0, 0, 0, 0,0, 14
as3border1:GigabitEthernet0/0, complete,14, heimdall, 12, 0, 61, 62,12, 16
as3border1:GigabitEthernet0/0, complete,14, heimdall_end_nodes, 12, 0, 61, 62,12, 16
as3border1:GigabitEthernet0/0, complete,14, heimdall_interface, 34, 0, 33, 37,33, 44
as3border1:GigabitEthernet0/0, complete,14, heimdall_intersect, 4, 0, 19, 35,4, 15
as3border1:GigabitEthernet0/0, complete,14, heimdall_intersect2, 12, 0, 61, 62,12, 15
as3border1:GigabitEthernet0/0, complete,14, heimdall_intersect3, 6, 0, 29, 45,6, 15
as3border1:GigabitEthernet0/0, complete,14, heimdall_intersect4, 10, 0, 51, 60,10, 15
as3border1:GigabitEthernet0/0, complete,14, neighbor, 8, 0, 43, 55,8, 14
as3border1:GigabitEthernet0/0, random-2,2, base, 13, 1, 65, 62,13, 17
as3border1:GigabitEthernet0/0, random-2,2, crystal-net, 7, 0, 37, 42,7, 3
as3border1:GigabitEthernet0/0, random-2,2, empty, 0, 0, 0, 0,0, 2
as3border1:GigabitEthernet0/0, random-2,2, heimdall, 12, 0, 61, 62,12, 16
as3border1:GigabitEthernet0/0, random-2,2, heimdall_end_nodes, 12, 0, 61, 62,12, 16
as3border1:GigabitEthernet0/0, random-2,2, heimdall_interface, 34, 0, 33, 37,33, 20
as3border1:GigabitEthernet0/0, random-2,2, heimdall_intersect, 4, 0, 19, 35,4, 5
as3border1:GigabitEthernet0/0, random-2,2, heimdall_intersect2, 4, 0, 19, 35,4, 5
as3border1:GigabitEthernet0/0, random-2,2, neighbor, 4, 0, 21, 16,4, 2
as3border1:GigabitEthernet1/0, complete,14, base, 13, 1, 65, 66,13, 17
as3border1:GigabitEthernet1/0, complete,14, crystal-net, 11, 1, 57, 64,11, 14
as3border1:GigabitEthernet1/0, complete,14, empty, 0, 0, 0, 0,0, 14
as3border1:GigabitEthernet1/0, complete,14, heimdall, 13, 1, 65, 66,13, 16
as3border1:GigabitEthernet1/0, complete,14, heimdall_end_nodes, 13, 1, 65, 66,13, 16
as3border1:GigabitEthernet1/0, complete,14, heimdall_interface, 35, 0, 34, 41,34, 44
as3border1:GigabitEthernet1/0, complete,14, heimdall_intersect, 4, 0, 19, 35,4, 15
as3border1:GigabitEthernet1/0, complete,14, heimdall_intersect2, 13, 1, 65, 66,13, 15
as3border1:GigabitEthernet1/0, complete,14, heimdall_intersect3, 6, 0, 29, 45,6, 15
as3border1:GigabitEthernet1/0, complete,14, heimdall_intersect4, 10, 0, 51, 60,10, 15
as3border1:GigabitEthernet1/0, complete,14, neighbor, 8, 0, 43, 59,8, 14
as3border1:GigabitEthernet1/0, random-2,2, base, 13, 1, 65, 66,13, 17
as3border1:GigabitEthernet1/0, random-2,2, crystal-net, 8, 1, 41, 46,8, 3
as3border1:GigabitEthernet1/0, random-2,2, empty, 0, 0, 0, 0,0, 2
as3border1:GigabitEthernet1/0, random-2,2, heimdall, 13, 1, 65, 66,13, 16
as3border1:GigabitEthernet1/0, random-2,2, heimdall_end_nodes, 13, 1, 65, 66,13, 16
as3border1:GigabitEthernet1/0, random-2,2, heimdall_interface, 35, 0, 34, 41,34, 20
as3border1:GigabitEthernet1/0, random-2,2, heimdall_intersect, 4, 0, 19, 35,4, 5
as3border1:GigabitEthernet1/0, random-2,2, heimdall_intersect2, 4, 0, 19, 35,4, 5
as3border1:GigabitEthernet1/0, random-2,2, neighbor, 4, 0, 21, 22,4, 2
as3border1:Loopback0, complete,2, base, 13, 1, 65, 64,13, 17
as3border1:Loopback0, complete,2, crystal-net, 4, 1, 19, 23,4, 2
as3border1:Loopback0, complete,2, empty, 0, 0, 0, 0,0, 2
as3border1:Loopback0, complete,2, heimdall, 13, 1, 65, 64,13, 6
as3border1:Loopback0, complete,2, heimdall_end_nodes, 8, 1, 38, 39,8, 6
as3border1:Loopback0, complete,2, heimdall_interface, 28, 0, 27, 35,27, 10
as3border1:Loopback0, complete,2, heimdall_intersect, 8, 1, 38, 39,8, 5
as3border1:Loopback0, complete,2, heimdall_intersect2, 8, 1, 38, 39,8, 5
as3border1:Loopback0, complete,2, heimdall_intersect3, 8, 1, 38, 39,8, 6
as3border1:Loopback0, complete,2, heimdall_intersect4, 8, 1, 38, 39,8, 6
as3border1:Loopback0, complete,2, neighbor, 3, 0, 15, 21,3, 2
as3border1:Loopback0, random-2,2, base, 13, 1, 65, 64,13, 17
as3border1:Loopback0, random-2,2, crystal-net, 4, 1, 19, 23,4, 2
as3border1:Loopback0, random-2,2, empty, 0, 0, 0, 0,0, 2
as3border1:Loopback0, random-2,2, heimdall, 13, 1, 65, 64,13, 6
as3border1:Loopback0, random-2,2, heimdall_end_nodes, 8, 1, 38, 39,8, 6
as3border1:Loopback0, random-2,2, heimdall_interface, 28, 0, 27, 35,27, 10
as3border1:Loopback0, random-2,2, heimdall_intersect, 8, 1, 38, 39,8, 5
as3border1:Loopback0, random-2,2, heimdall_intersect2, 8, 1, 38, 39,8, 5
as3border1:Loopback0, random-2,2, neighbor, 3, 0, 15, 21,3, 2
as3border2:GigabitEthernet0/0, complete,5, base, 13, 1, 65, 70,13, 17
as3border2:GigabitEthernet0/0, complete,5, crystal-net, 6, 1, 27, 35,6, 5
as3border2:GigabitEthernet0/0, complete,5, empty, 0, 0, 0, 0,0, 5
as3border2:GigabitEthernet0/0, complete,5, heimdall, 13, 1, 65, 70,13, 9
as3border2:GigabitEthernet0/0, complete,5, heimdall_end_nodes, 9, 1, 43, 50,9, 9
as3border2:GigabitEthernet0/0, complete,5, heimdall_interface, 33, 0, 32, 45,32, 19
as3border2:GigabitEthernet0/0, complete,5, heimdall_intersect, 0, 0, 0, 0,0, 5
as3border2:GigabitEthernet0/0, complete,5, heimdall_intersect2, 5, 0, 24, 44,5, 7
as3border2:GigabitEthernet0/0, complete,5, heimdall_intersect3, 5, 0, 24, 44,5, 7
as3border2:GigabitEthernet0/0, complete,5, heimdall_intersect4, 9, 1, 43, 50,9, 9
as3border2:GigabitEthernet0/0, complete,5, neighbor, 4, 1, 19, 31,4, 5
as3border2:GigabitEthernet0/0, random-2,2, base, 13, 1, 65, 70,13, 17
as3border2:GigabitEthernet0/0, random-2,2, crystal-net, 4, 1, 19, 29,4, 2
as3border2:GigabitEthernet0/0, random-2,2, empty, 0, 0, 0, 0,0, 2
as3border2:GigabitEthernet0/0, random-2,2, heimdall, 13, 1, 65, 70,13, 9
as3border2:GigabitEthernet0/0, random-2,2, heimdall_end_nodes, 9, 1, 43, 50,9, 9
as3border2:GigabitEthernet0/0, random-2,2, heimdall_interface, 33, 0, 32, 45,32, 13
as3border2:GigabitEthernet0/0, random-2,2, heimdall_intersect, 1, 0, 6, 28,1, 4
as3border2:GigabitEthernet0/0, random-2,2, heimdall_intersect2, 1, 0, 6, 28,1, 4
as3border2:GigabitEthernet0/0, random-2,2, neighbor, 3, 1, 15, 27,3, 2
as3border2:GigabitEthernet1/0, complete,5, base, 13, 1, 65, 64,13, 17
as3border2:GigabitEthernet1/0, complete,5, crystal-net, 6, 1, 27, 29,6, 5
as3border2:GigabitEthernet1/0, complete,5, empty, 0, 0, 0, 0,0, 5
as3border2:GigabitEthernet1/0, complete,5, heimdall, 11, 1, 56, 64,11, 7
as3border2:GigabitEthernet1/0, complete,5, heimdall_end_nodes, 7, 1, 34, 44,7, 7
as3border2:GigabitEthernet1/0, complete,5, heimdall_interface, 24, 0, 23, 30,23, 17
as3border2:GigabitEthernet1/0, complete,5, heimdall_intersect, 0, 0, 0, 0,0, 5
as3border2:GigabitEthernet1/0, complete,5, heimdall_intersect2, 6, 1, 28, 42,6, 7
as3border2:GigabitEthernet1/0, complete,5, heimdall_intersect3, 6, 1, 28, 42,6, 7
as3border2:GigabitEthernet1/0, complete,5, heimdall_intersect4, 7, 1, 34, 44,7, 7
as3border2:GigabitEthernet1/0, complete,5, neighbor, 4, 1, 19, 25,4, 5
as3border2:GigabitEthernet1/0, random-2,2, base, 13, 1, 65, 64,13, 17
as3border2:GigabitEthernet1/0, random-2,2, crystal-net, 3, 0, 15, 23,3, 2
as3border2:GigabitEthernet1/0, random-2,2, empty, 0, 0, 0, 0,0, 2
as3border2:GigabitEthernet1/0, random-2,2, heimdall, 11, 1, 56, 64,11, 7
as3border2:GigabitEthernet1/0, random-2,2, heimdall_end_nodes, 7, 1, 34, 44,7, 7
as3border2:GigabitEthernet1/0, random-2,2, heimdall_interface, 24, 0, 23, 30,23, 11
as3border2:GigabitEthernet1/0, random-2,2, heimdall_intersect, 0, 0, 0, 0,0, 2
as3border2:GigabitEthernet1/0, random-2,2, heimdall_intersect2, 0, 0, 0, 0,0, 2
as3border2:GigabitEthernet1/0, random-2,2, neighbor, 2, 0, 11, 21,2, 2
as3border2:Loopback0, complete,2, base, 13, 1, 65, 66,13, 17
as3border2:Loopback0, complete,2, crystal-net, 4, 1, 19, 25,4, 2
as3border2:Loopback0, complete,2, empty, 0, 0, 0, 0,0, 2
